"","min","q1st","median","mean","q3rd","max","na.count","layer_name"
"1",0,359,709,715.232354130927,993,4549,2143,"clm_precipitation_sm2rain.annual_m_1km_s0..0cm_2007..2018_v0.2.tif"
"2",0,28,65,64.9787526168001,96,485,2143,"clm_precipitation_sm2rain.apr_m_1km_s0..0cm_2007..2018_v0.2.tif"
"3",0,15,27,26.9083079158018,38,202,2143,"clm_precipitation_sm2rain.apr_sd.10_10km_s0..0cm_2007..2018_v1.0.tif"
"4",0,40,73,68.7473138122754,93,724,2143,"clm_precipitation_sm2rain.aug_m_1km_s0..0cm_2007..2018_v0.2.tif"
"5",0,20,28,27.6911245818287,35,272,2143,"clm_precipitation_sm2rain.aug_sd.10_10km_s0..0cm_2007..2018_v1.0.tif"
"6",0,13,28,44.9291507837851,70,523,2143,"clm_precipitation_sm2rain.dec_m_1km_s0..0cm_2007..2018_v0.2.tif"
"7",0,5,13,17.8184523897401,26,173,2143,"clm_precipitation_sm2rain.dec_sd.10_10km_s0..0cm_2007..2018_v1.0.tif"
"8",0,11,22,35.8949323396629,53,522,2143,"clm_precipitation_sm2rain.feb_m_1km_s0..0cm_2007..2018_v0.2.tif"
"9",0,4,11,14.183168623792,22,145,2143,"clm_precipitation_sm2rain.feb_sd.10_10km_s0..0cm_2007..2018_v1.0.tif"
"10",0,11,21,38.1524402306623,56,579,2143,"clm_precipitation_sm2rain.jan_m_1km_s0..0cm_2007..2018_v0.2.tif"
"11",0,2,8,13.7140845112009,22,167,2143,"clm_precipitation_sm2rain.jan_sd.10_10km_s0..0cm_2007..2018_v1.0.tif"
"12",0,40,75,68.8791208142271,96,765,2143,"clm_precipitation_sm2rain.jul_m_1km_s0..0cm_2007..2018_v0.2.tif"
"13",0,19,27,27.0938357195794,36,254,2143,"clm_precipitation_sm2rain.jul_sd.10_10km_s0..0cm_2007..2018_v1.0.tif"
"14",0,51,90,80.7587790136325,111,828,2143,"clm_precipitation_sm2rain.jun_m_1km_s0..0cm_2007..2018_v0.2.tif"
"15",0,25,38,34.7018279954056,46,260,2143,"clm_precipitation_sm2rain.jun_sd.10_10km_s0..0cm_2007..2018_v1.0.tif"
"16",0,20,44,52.5592349052342,75,564,2143,"clm_precipitation_sm2rain.mar_m_1km_s0..0cm_2007..2018_v0.2.tif"
"17",0,8,17,19.080802652675,28,160,2143,"clm_precipitation_sm2rain.mar_sd.10_10km_s0..0cm_2007..2018_v1.0.tif"
"18",0,48,92,84.5387256884879,118,614,2143,"clm_precipitation_sm2rain.may_m_1km_s0..0cm_2007..2018_v0.2.tif"
"19",0,24,37,34.9964981383442,47,208,2143,"clm_precipitation_sm2rain.may_sd.10_10km_s0..0cm_2007..2018_v1.0.tif"
"20",0,16,37,47.7914945508552,74,539,2143,"clm_precipitation_sm2rain.nov_m_1km_s0..0cm_2007..2018_v0.2.tif"
"21",0,10,17,21.0886272170829,30,150,2143,"clm_precipitation_sm2rain.nov_sd.10_10km_s0..0cm_2007..2018_v1.0.tif"
"22",0,29,63,60.6572073096195,82,704,2143,"clm_precipitation_sm2rain.oct_m_1km_s0..0cm_2007..2018_v0.2.tif"
"23",0,20,29,30.5575696017149,39,165,2143,"clm_precipitation_sm2rain.oct_sd.10_10km_s0..0cm_2007..2018_v1.0.tif"
"24",0,35,75,67.3027663526014,93,562,2143,"clm_precipitation_sm2rain.sep_m_1km_s0..0cm_2007..2018_v0.2.tif"
"25",0,22,27,30.0827602701099,39,192,2143,"clm_precipitation_sm2rain.sep_sd.10_10km_s0..0cm_2007..2018_v1.0.tif"
"26",12800,14400,14640,14658.5161508711,14930,16030,2143,"clm_lst_mod11a2.annual.day_m_1km_s0..0cm_2000..2017_v1.0.tif"
"27",71,192,223,219.269262183089,246,406,2143,"clm_lst_mod11a2.annual.day_sd_1km_s0..0cm_2000..2017_v1.0.tif"
"28",12690,13760,13950,13971.9041309667,14140,15000,2143,"clm_lst_mod11a2.annual.night_m_1km_s0..0cm_2000..2017_v1.0.tif"
"29",12640,14670,14850,14847.5089865009,15070,16330,2143,"clm_lst_mod11a2.apr.day_m_1km_s0..0cm_2000..2017_v1.0.tif"
"30",42,176,209,215.483021578047,249,534,2143,"clm_lst_mod11a2.apr.day_sd_1km_s0..0cm_2000..2017_v1.0.tif"
"31",-36.2727272727273,709,860,892.210105517111,1085,1924,2143,"clm_lst_mod11a2.apr.daynight_m_1km_s0..0cm_2000..2017_v1.0.tif"
"32",12390,13740,13930,13955.3510190844,14140,15040,2143,"clm_lst_mod11a2.apr.night_m_1km_s0..0cm_2000..2017_v1.0.tif"
"33",13480,14980,15190,15247.2369233392,15530,16510,2143,"clm_lst_mod11a2.aug.day_m_1km_s0..0cm_2000..2017_v1.0.tif"
"34",11.125,121,151,158.403490665078,191,455,2143,"clm_lst_mod11a2.aug.day_sd_1km_s0..0cm_2000..2017_v1.0.tif"
"35",67,478,632,731.857937029051,961,1904,2143,"clm_lst_mod11a2.aug.daynight_m_1km_s0..0cm_2000..2017_v1.0.tif"
"36",13290,14380,14520,14515.2355793988,14660,15340,2143,"clm_lst_mod11a2.aug.night_m_1km_s0..0cm_2000..2017_v1.0.tif"
"37",11520,13460,13840,13842.7041226212,14140,16190,2143,"clm_lst_mod11a2.dec.day_m_1km_s0..0cm_2000..2017_v1.0.tif"
"38",35,204,264,263.588112976652,319,513,2143,"clm_lst_mod11a2.dec.day_sd_1km_s0..0cm_2000..2017_v1.0.tif"
"39",-123,303,412,442.531473668155,573,1801,2143,"clm_lst_mod11a2.dec.daynight_m_1km_s0..0cm_2000..2017_v1.0.tif"
"40",11480,13140,13380,13413.3478923473,13620,14970,2143,"clm_lst_mod11a2.dec.night_m_1km_s0..0cm_2000..2017_v1.0.tif"
"41",11690,13580,14010,14003.4629108448,14390,16070,2143,"clm_lst_mod11a2.feb.day_m_1km_s0..0cm_2000..2017_v1.0.tif"
"42",50,222,279,277.085325774492,332,538,2143,"clm_lst_mod11a2.feb.day_sd_1km_s0..0cm_2000..2017_v1.0.tif"
"43",-170.795454545455,405,519,564.756591516797,706,1537,2143,"clm_lst_mod11a2.feb.daynight_m_1km_s0..0cm_2000..2017_v1.0.tif"
"44",11500,13180,13400,13445.7926360638,13680,15010,2143,"clm_lst_mod11a2.feb.night_m_1km_s0..0cm_2000..2017_v1.0.tif"
"45",11440,13420,13800,13814.272319244,14170,16100,2143,"clm_lst_mod11a2.jan.day_m_1km_s0..0cm_2000..2017_v1.0.tif"
"46",39,208,257,264.095416563117,324,527,2143,"clm_lst_mod11a2.jan.day_sd_1km_s0..0cm_2000..2017_v1.0.tif"
"47",-218.25,295,410,448.992273164549,587,1647,2143,"clm_lst_mod11a2.jan.daynight_m_1km_s0..0cm_2000..2017_v1.0.tif"
"48",11420,13120,13330,13371.8587008525,13580,15000,2143,"clm_lst_mod11a2.jan.night_m_1km_s0..0cm_2000..2017_v1.0.tif"
"49",13390,15050,15240,15331.9806209466,15620,16640,2143,"clm_lst_mod11a2.jul.day_m_1km_s0..0cm_2000..2017_v1.0.tif"
"50",17,121,148,157.438050873939,193,451,2143,"clm_lst_mod11a2.jul.day_sd_1km_s0..0cm_2000..2017_v1.0.tif"
"51",-27,468,614,745.113011162817,1015,1943,2143,"clm_lst_mod11a2.jul.daynight_m_1km_s0..0cm_2000..2017_v1.0.tif"
"52",13280,14460,14600,14587.0778495271,14740,15300,2143,"clm_lst_mod11a2.jul.night_m_1km_s0..0cm_2000..2017_v1.0.tif"
"53",13520,15040,15210,15265.0890792715,15500,16600,2143,"clm_lst_mod11a2.jun.day_m_1km_s0..0cm_2000..2017_v1.0.tif"
"54",16,138,169,179.080276863997,215,487,2143,"clm_lst_mod11a2.jun.day_sd_1km_s0..0cm_2000..2017_v1.0.tif"
"55",52,546,706,796.682182649724,1026,2011,2143,"clm_lst_mod11a2.jun.daynight_m_1km_s0..0cm_2000..2017_v1.0.tif"
"56",13320,14300,14490,14467.5756650315,14640,15270,2143,"clm_lst_mod11a2.jun.night_m_1km_s0..0cm_2000..2017_v1.0.tif"
"57",12100,14160,14560,14495.1745027056,14820,16200,2143,"clm_lst_mod11a2.mar.day_m_1km_s0..0cm_2000..2017_v1.0.tif"
"58",55,205,252,263.990002942043,322,659,2143,"clm_lst_mod11a2.mar.day_sd_1km_s0..0cm_2000..2017_v1.0.tif"
"59",-8.45454545454546,578,734,761.940995905032,925,1717,2143,"clm_lst_mod11a2.mar.daynight_m_1km_s0..0cm_2000..2017_v1.0.tif"
"60",11990,13480,13700,13734.4127932627,13930,15020,2143,"clm_lst_mod11a2.mar.night_m_1km_s0..0cm_2000..2017_v1.0.tif"
"61",13110,14870,15050,15076.1542310373,15280,16420,2143,"clm_lst_mod11a2.may.day_m_1km_s0..0cm_2000..2017_v1.0.tif"
"62",37,170,205,209.769320507466,246,537,2143,"clm_lst_mod11a2.may.day_sd_1km_s0..0cm_2000..2017_v1.0.tif"
"63",72.6825396825397,645,820,880.748714585437,1112,2054,2143,"clm_lst_mod11a2.may.daynight_m_1km_s0..0cm_2000..2017_v1.0.tif"
"64",12960,14010,14190,14195.4479176324,14360,15200,2143,"clm_lst_mod11a2.may.night_m_1km_s0..0cm_2000..2017_v1.0.tif"
"65",11970,13970,14280,14268.865168949,14530,16170,2143,"clm_lst_mod11a2.nov.day_m_1km_s0..0cm_2000..2017_v1.0.tif"
"66",43,214,248,258.164150457801,302,553,2143,"clm_lst_mod11a2.nov.day_sd_1km_s0..0cm_2000..2017_v1.0.tif"
"67",-94,442,553,574.206595444454,701,2058,2143,"clm_lst_mod11a2.nov.daynight_m_1km_s0..0cm_2000..2017_v1.0.tif"
"68",11830,13480,13670,13699.1963778128,13860,14960,2143,"clm_lst_mod11a2.nov.night_m_1km_s0..0cm_2000..2017_v1.0.tif"
"69",12670,14440,14660,14680.5246202762,14920,16200,2143,"clm_lst_mod11a2.oct.day_m_1km_s0..0cm_2000..2017_v1.0.tif"
"70",24,170,197,197.080747878295,223,514,2143,"clm_lst_mod11a2.oct.day_sd_1km_s0..0cm_2000..2017_v1.0.tif"
"71",-23,537,675,691.303106097119,833,2034,2143,"clm_lst_mod11a2.oct.daynight_m_1km_s0..0cm_2000..2017_v1.0.tif"
"72",12520,13800,13970,13988.8084881911,14140,15120,2143,"clm_lst_mod11a2.oct.night_m_1km_s0..0cm_2000..2017_v1.0.tif"
"73",13220,14829.2592592593,15000,15029.1834440472,15270,16270,2143,"clm_lst_mod11a2.sep.day_m_1km_s0..0cm_2000..2017_v1.0.tif"
"74",17,155,179,187.018529516731,215,498,2143,"clm_lst_mod11a2.sep.day_sd_1km_s0..0cm_2000..2017_v1.0.tif"
"75",-54.6942148760331,544,681,740.061256965789,924,1970,2143,"clm_lst_mod11a2.sep.daynight_m_1km_s0..0cm_2000..2017_v1.0.tif"
"76",13110,14140,14280,14288.553353147,14440,15260,2143,"clm_lst_mod11a2.sep.night_m_1km_s0..0cm_2000..2017_v1.0.tif"
"77",-275,-69,-48,-53.8554935486794,-33,-8,2143,"lcv_surf.refl.b01_mod09a1.pc1_m_500m_s0..0cm_2001_v1.0.tif"
"78",-81,-15,-1,-4.41011475564195,8,113,2143,"lcv_surf.refl.b01_mod09a1.pc2_m_500m_s0..0cm_2001_v1.0.tif"
"79",-35,4,9,14.5593885666948,21,76,2143,"lcv_surf.refl.b01_mod09a1.pc3_m_500m_s0..0cm_2001_v1.0.tif"
"80",-55,-2,0,1.00995818155984,3,50,2143,"lcv_surf.refl.b01_mod09a1.pc4_m_500m_s0..0cm_2001_v1.0.tif"
"81",-74,-5,-1,-2.2544594509887,1,36,2143,"lcv_surf.refl.b01_mod09a1.pc5_m_500m_s0..0cm_2001_v1.0.tif"
"82",-48,-6,-3,-3.88955816041143,-1,44,2143,"lcv_surf.refl.b01_mod09a1.pc6_m_500m_s0..0cm_2001_v1.0.tif"
"83",-439,-172,-151,-157.130615249661,-137,-42,2143,"lcv_surf.refl.b02_mod09a1.pc1_m_500m_s0..0cm_2001_v1.0.tif"
"84",-162,-63,-50,-45.0014192375204,-31,69,2143,"lcv_surf.refl.b02_mod09a1.pc2_m_500m_s0..0cm_2001_v1.0.tif"
"85",-117,-44,-24,-30.3499677158675,-13,51,2143,"lcv_surf.refl.b02_mod09a1.pc3_m_500m_s0..0cm_2001_v1.0.tif"
"86",-64,-10,-5,-4.93063283918578,0,80,2143,"lcv_surf.refl.b02_mod09a1.pc4_m_500m_s0..0cm_2001_v1.0.tif"
"87",-112,-4,0,-0.216537596915219,4,55,2143,"lcv_surf.refl.b02_mod09a1.pc5_m_500m_s0..0cm_2001_v1.0.tif"
"88",-57,0,4,4.3501170457016,8,81,2143,"lcv_surf.refl.b02_mod09a1.pc6_m_500m_s0..0cm_2001_v1.0.tif"
"89",-371,-186,-175,-171.607998369935,-159,-53,2143,"lcv_surf.refl.b05_mod09a1.pc1_m_500m_s0..0cm_2001_v1.0.tif"
"90",-64,20,26,24.5288162197191,31,79,2143,"lcv_surf.refl.b05_mod09a1.pc2_m_500m_s0..0cm_2001_v1.0.tif"
"91",-56,-11,-6,-6.49137691932057,-1,41,2143,"lcv_surf.refl.b05_mod09a1.pc3_m_500m_s0..0cm_2001_v1.0.tif"
"92",-123,-5,-2,-1.93681760050251,1,37,2143,"lcv_surf.refl.b05_mod09a1.pc4_m_500m_s0..0cm_2001_v1.0.tif"
"93",-48,-12,-9,-9.24955099610004,-6,30,2143,"lcv_surf.refl.b05_mod09a1.pc5_m_500m_s0..0cm_2001_v1.0.tif"
"94",-88,-5,-2,-2.2066853061781,1,35,2143,"lcv_surf.refl.b05_mod09a1.pc6_m_500m_s0..0cm_2001_v1.0.tif"
"95",-410,-159,-137,-137.522047889899,-115,-37,2143,"lcv_surf.refl.b06_mod09a1.pc1_m_500m_s0..0cm_2001_v1.0.tif"
"96",-66,-4,4,4.2640506624926,11,59,2143,"lcv_surf.refl.b06_mod09a1.pc2_m_500m_s0..0cm_2001_v1.0.tif"
"97",-78,-8,-3,-3.73611317702238,1,44,2143,"lcv_surf.refl.b06_mod09a1.pc3_m_500m_s0..0cm_2001_v1.0.tif"
"98",-31,-4,1,0.172195132680799,4,77,2143,"lcv_surf.refl.b06_mod09a1.pc4_m_500m_s0..0cm_2001_v1.0.tif"
"99",-41,-6,-4,-3.60310038290246,-1,69,2143,"lcv_surf.refl.b06_mod09a1.pc5_m_500m_s0..0cm_2001_v1.0.tif"
"100",-45,-4,-1,-1.30081647760983,2,31,2143,"lcv_surf.refl.b06_mod09a1.pc6_m_500m_s0..0cm_2001_v1.0.tif"
"101",-387,-111,-87,-92.31581211798,-67,-21,2143,"lcv_surf.refl.b07_mod09a1.pc1_m_500m_s0..0cm_2001_v1.0.tif"
"102",-57,-6,1,-0.12214073149228,7,61,2143,"lcv_surf.refl.b07_mod09a1.pc2_m_500m_s0..0cm_2001_v1.0.tif"
"103",-54,-7,-2,-1.33926309418427,4,74,2143,"lcv_surf.refl.b07_mod09a1.pc3_m_500m_s0..0cm_2001_v1.0.tif"
"104",-42,-2,1,1.37344950931592,4,59,2143,"lcv_surf.refl.b07_mod09a1.pc4_m_500m_s0..0cm_2001_v1.0.tif"
"105",-19,0,3,4.4722290918266,8,36,2143,"lcv_surf.refl.b07_mod09a1.pc5_m_500m_s0..0cm_2001_v1.0.tif"
"106",-43,-1,1,1.3524906320297,3,30,2143,"lcv_surf.refl.b07_mod09a1.pc6_m_500m_s0..0cm_2001_v1.0.tif"
"107",0,0,0,0.0110813548011822,0,100,2143,"lcv_mangroves_unep.wcmc_p_500m_s0..0cm_2011_v1.0.tif"
"108",0,59,89,90.7527407617427,126,235,2228,"veg_fapar_proba.v.annnual_d_250m_s0..0cm_2014..2019_v1.0.tif"
"109",0,36,69,77.659781087004,113,235,2238,"veg_fapar_proba.v.apr_d_250m_s0..0cm_2014..2019_v1.0.tif"
"110",0,16,34,48.0634883130231,72,235,2238,"veg_fapar_proba.v.apr_l.025_250m_s0..0cm_2014..2019_v1.0.tif"
"111",0,37,60,62.5370633997082,83,226,2238,"veg_fapar_proba.v.apr_r_250m_s0..0cm_2014..2019_v1.0.tif"
"112",0,65,107,110.600601922134,154,235,2238,"veg_fapar_proba.v.apr_u.975_250m_s0..0cm_2014..2019_v1.0.tif"
"113",0,73,146,132.832030984626,196,235,2265,"veg_fapar_proba.v.aug_d_250m_s0..0cm_2014..2019_v1.0.tif"
"114",0,47,110,105.319107678221,162,235,2265,"veg_fapar_proba.v.aug_l.025_250m_s0..0cm_2014..2019_v1.0.tif"
"115",0,32,48,53.1039864832932,68,235,2276,"veg_fapar_proba.v.aug_r_250m_s0..0cm_2014..2019_v1.0.tif"
"116",0,105,178,158.422061900331,223,235,2265,"veg_fapar_proba.v.aug_u.975_250m_s0..0cm_2014..2019_v1.0.tif"
"117",0,28,58,65.5660489925631,96,235,2238,"veg_fapar_proba.v.dec_d_250m_s0..0cm_2014..2019_v1.0.tif"
"118",0,17,36,47.9704532432321,74,235,2238,"veg_fapar_proba.v.dec_l.025_250m_s0..0cm_2014..2019_v1.0.tif"
"119",0,44,86,87.7448476292302,124,235,2238,"veg_fapar_proba.v.dec_u.975_250m_s0..0cm_2014..2019_v1.0.tif"
"120",0,21,41,54.1899185426278,81,235,2238,"veg_fapar_proba.v.feb_d_250m_s0..0cm_2014..2019_v1.0.tif"
"121",0,12,24,37.8423867777968,56,235,2238,"veg_fapar_proba.v.feb_l.025_250m_s0..0cm_2014..2019_v1.0.tif"
"122",0,16,28,34.9022304788796,46,230,2238,"veg_fapar_proba.v.feb_r_250m_s0..0cm_2014..2019_v1.0.tif"
"123",0,32,64,72.7448299082645,106,235,2238,"veg_fapar_proba.v.feb_u.975_250m_s0..0cm_2014..2019_v1.0.tif"
"124",0,23,47,57.7889196708626,86,235,2238,"veg_fapar_proba.v.jan_d_250m_s0..0cm_2014..2019_v1.0.tif"
"125",0,15,31,42.8792404794112,64,235,2238,"veg_fapar_proba.v.jan_l.025_250m_s0..0cm_2014..2019_v1.0.tif"
"126",0,34,69,75.7607964983372,111,235,2238,"veg_fapar_proba.v.jan_u.975_250m_s0..0cm_2014..2019_v1.0.tif"
"127",0,81,151,135.336896793796,195,235,2268,"veg_fapar_proba.v.jul_d_250m_s0..0cm_2014..2019_v1.0.tif"
"128",0,49,109,104.039555961861,157,235,2268,"veg_fapar_proba.v.jul_l.025_250m_s0..0cm_2014..2019_v1.0.tif"
"129",0,35,51,56.9438124003072,73,234,2280,"veg_fapar_proba.v.jul_r_250m_s0..0cm_2014..2019_v1.0.tif"
"130",0,111,181,160.982323739534,223,235,2268,"veg_fapar_proba.v.jul_u.975_250m_s0..0cm_2014..2019_v1.0.tif"
"131",0,86,128,125.969941437037,174,235,2267,"veg_fapar_proba.v.jun_d_250m_s0..0cm_2014..2019_v1.0.tif"
"132",0,46,88,93.8213477653425,141,235,2267,"veg_fapar_proba.v.jun_l.025_250m_s0..0cm_2014..2019_v1.0.tif"
"133",0,36,54,63.1326768118339,81,235,2268,"veg_fapar_proba.v.jun_r_250m_s0..0cm_2014..2019_v1.0.tif"
"134",0,117,172,156.953947387854,210,235,2267,"veg_fapar_proba.v.jun_u.975_250m_s0..0cm_2014..2019_v1.0.tif"
"135",0,22,45,57.671379459038,86,235,2238,"veg_fapar_proba.v.mar_d_250m_s0..0cm_2014..2019_v1.0.tif"
"136",0,11,23,37.0506967293004,56,235,2238,"veg_fapar_proba.v.mar_l.025_250m_s0..0cm_2014..2019_v1.0.tif"
"137",0,22,39,45.3700610191918,62,232,2238,"veg_fapar_proba.v.mar_r_250m_s0..0cm_2014..2019_v1.0.tif"
"138",0,40,76,82.4209024697119,117,235,2238,"veg_fapar_proba.v.mar_u.975_250m_s0..0cm_2014..2019_v1.0.tif"
"139",0,61,105,106.22095077183,148,235,2274,"veg_fapar_proba.v.may_d_250m_s0..0cm_2014..2019_v1.0.tif"
"140",0,30,66,73.2168804239306,108,235,2274,"veg_fapar_proba.v.may_l.025_250m_s0..0cm_2014..2019_v1.0.tif"
"141",0,43,61,65.1964748834709,83,227,2278,"veg_fapar_proba.v.may_r_250m_s0..0cm_2014..2019_v1.0.tif"
"142",0,95,141,138.412977852345,188,235,2274,"veg_fapar_proba.v.may_u.975_250m_s0..0cm_2014..2019_v1.0.tif"
"143",0,34,69,73.7362905774394,108,235,2239,"veg_fapar_proba.v.nov_d_250m_s0..0cm_2014..2019_v1.0.tif"
"144",0,19,42,52.9923563342302,82,235,2239,"veg_fapar_proba.v.nov_l.025_250m_s0..0cm_2014..2019_v1.0.tif"
"145",0,27,41,46.075737124866,58,235,2241,"veg_fapar_proba.v.nov_r_250m_s0..0cm_2014..2019_v1.0.tif"
"146",0,54,100,99.0683292919567,138,235,2239,"veg_fapar_proba.v.nov_u.975_250m_s0..0cm_2014..2019_v1.0.tif"
"147",0,47,88,91.2772815878079,134,235,2240,"veg_fapar_proba.v.oct_d_250m_s0..0cm_2014..2019_v1.0.tif"
"148",0,28,60,67.7554374150865,104,235,2240,"veg_fapar_proba.v.oct_l.025_250m_s0..0cm_2014..2019_v1.0.tif"
"149",0,32,48,50.8618668021348,67,217,2241,"veg_fapar_proba.v.oct_r_250m_s0..0cm_2014..2019_v1.0.tif"
"150",0,75,120,118.617248508477,165,235,2240,"veg_fapar_proba.v.oct_u.975_250m_s0..0cm_2014..2019_v1.0.tif"
"151",0,69,120,116.368224254901,166,235,2241,"veg_fapar_proba.v.sep_d_250m_s0..0cm_2014..2019_v1.0.tif"
"152",0,41,81,88.0609961043065,135,235,2241,"veg_fapar_proba.v.sep_l.025_250m_s0..0cm_2014..2019_v1.0.tif"
"153",0,32,51,59.0754631161098,78,220,2244,"veg_fapar_proba.v.sep_r_250m_s0..0cm_2014..2019_v1.0.tif"
"154",0,99,164,147.136012570183,201,235,2241,"veg_fapar_proba.v.sep_u.975_250m_s0..0cm_2014..2019_v1.0.tif"
"155",0,0,3,14.035192823841,20,100,2143,"lcv_bareground_usgs.landsat_p_250m_s0..0cm_2010_v1.0.tif"
"156",0,62,72,71.9836629000493,82,175,2143,"lcv_landsat.nir_wri.forestwatch_m_250m_s0..0cm_2000_v1.0.tif"
