"","layer_key","labsampnum","project_key","site_key","pedon_key","layer_sequence","layer_type","layer_field_label_1","layer_field_label_2","layer_field_label_3","hzn_top","hzn_bot","hzn_desgn_old","hzn_desgn","hzn_discontinuity","hzn_master","hzn_prime","hzn_vert_subdvn","hzn_desgn_other","non_hzn_desgn","stratified_textures_flag","texture_description","result_source_key","prep_code","db_13b","db_od","COLEws","w6clod","w10cld","w3cld","w15l2","w15bfm","adod","wrd_ws13","aggstb","cec7_cly","w15cly","c_adod","result_source_key","prep_code","c_tot","c_tot_code","n_tot","n_tot_code","s_tot","s_tot_code","oc","oc_code","c_n_ra","fe_dith","fe_dith_code","al_dith","al_dith_code","mn_dith","mn_dith_code","al_fe_ox","optd_ox","optd_ox_code","fe_ox","fe_ox_code","al_ox","al_ox_code","mn_ox","mn_ox_code","si_ox","si_ox_code","c_pyp","c_pyp_code","fe_pyp","fe_pyp_code","al_pyp","al_pyp_code","mn_pyp","mn_pyp_code","result_source_key","prep_code","min_lt2","eom_tot_c","eom_minlt2","c_tot","n_tot","c_n_ra","fib_urb","fib_rb","pyr_col","decomp_state","limnic_type","ph_hist","ph_h2o","db_3brw","db_3rw","db_od","oc","result_source_key","prep_code","ph_cacl2","ph_h2o","ph_kcl","ph_naf","ph_sp","caco3","caco3l20","c_gypl2","gypl20","resist","ph_ox","ph_oxin","result_source_key","prep_code","clay_tot_psa","silt_tot_psa","sand_tot_psa","clay_f","co3_cly","silt_f_psa","silt_c_psa","sand_vf_psa","sand_f_psa","sand_m_psa","sand_c_psa","sand_vc_psa","wf_25","wf_520","wf_2075","wf_0175","wpg2","tex_psda"
"32",135,"40A00193",1,19,19,7,"horizon","8703","","",64,86,"Ccacs","Bky","","B","","","","","","",135,"S",NA,NA,NA,NA,NA,NA,13.1999998,NA,NA,NA,NA,0.469999999,0.370000005,NA,135,"S",NA,"",NA,"",NA,"",0.219999999,"6A1a",NA,NA,"",NA,"",NA,"",NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135,"S",NA,8.5,NA,NA,NA,14,NA,3,NA,NA,NA,NA,135,"S",35.7999992,53.5999985,10.6000004,NA,NA,39.7999992,13.8000002,4.80000019,3.9000001,0.899999976,0.600000024,0.400000006,0,0,0,6,0,"sicl"
"33",136,"40A00194",1,19,19,8,"horizon","8704","","",86,102,"C1","B","","B","","","","","","",136,"S",NA,NA,NA,NA,NA,NA,12.3999996,NA,NA,NA,NA,0.569999993,0.389999986,NA,136,"S",NA,"",NA,"",NA,"",0.200000003,"6A1a",NA,NA,"",NA,"",NA,"",NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136,"S",NA,8.5,NA,NA,NA,11,NA,0,NA,NA,NA,NA,136,"S",31.3999996,54.5999985,14,NA,NA,38.9000015,15.6999998,5.9000001,4.80000019,1.60000002,1.10000002,0.600000024,0,0,0,8,0,"sicl"
"34",137,"40A00195",1,19,19,9,"horizon","8705","","",102,124,"CCs","By2","","B","","2","","","","",137,"S",NA,NA,NA,NA,NA,NA,11.5,NA,NA,NA,NA,0.579999983,0.460000008,NA,137,"S",NA,"",NA,"",NA,"",0.230000004,"6A1a",NA,NA,"",NA,"",NA,"",NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137,"S",NA,8.39999962,NA,NA,NA,7,NA,5,NA,NA,NA,NA,137,"S",25,41.2999992,33.7000008,NA,NA,25.7999992,15.5,11.3999996,12.5,4.4000001,3.70000005,1.70000005,2,1,0,22,3,"l"
"35",138,"40A00196",1,19,19,10,"horizon","8706","","",124,152,"C","C","","C","","","","","","",138,"S",NA,NA,NA,NA,NA,NA,12.1000004,NA,NA,NA,NA,0.589999974,0.439999998,NA,138,"S",NA,"",NA,"",NA,"",0.200000003,"6A1a",NA,NA,"",NA,"",NA,"",NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138,"S",NA,8.5,NA,NA,NA,8,NA,2,NA,NA,NA,NA,138,"S",27.6000004,47.4000015,25,NA,NA,31.8999996,15.5,9.30000019,9.10000038,2.9000001,2.0999999,1.60000002,1,0,0,16,1,"cl"
"36",139,"40A00197",1,20,20,1,"horizon","71","","",0,15,"Ap","Ap","","A","","","","","","",139,"S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11000001,NA,NA,139,"S",NA,"",0.266000003,"6B1a",NA,"",3.18000007,"6A1a",12,NA,"",NA,"",NA,"",NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139,"S",NA,NA,NA,NA,6.69999981,0,NA,0,NA,NA,NA,NA,139,"S",21.2000008,37.0999985,41.7000008,NA,NA,20.7999992,16.2999992,10,13.1000004,7.69999981,7.80000019,3.0999999,1,0,0,32,1,"l"
"37",140,"40A00198",1,20,20,2,"horizon","72","","",15,20,"A2","E","","E","","","","","","",140,"S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.790000021,NA,NA,140,"S",NA,"",0.0890000015,"6B1a",NA,"",0.949999988,"6A1a",11,NA,"",NA,"",NA,"",NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,"S",NA,NA,NA,NA,7.19999981,0,NA,0,NA,NA,NA,NA,140,"S",12.3000002,37.7999992,49.9000015,NA,NA,21.2000008,16.6000004,9,14.6000004,10.1999998,10.8999996,5.19999981,2,1,0,41,3,"l"
"38",141,"40A00199",1,20,20,3,"horizon","73","","",20,36,"B2","Bw","","B","","","","","","",141,"S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,NA,NA,141,"S",NA,"",0.107000001,"6B1a",NA,"",0.889999986,"6A1a",8,NA,"",NA,"",NA,"",NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141,"S",NA,NA,NA,NA,7,0,NA,0,NA,NA,NA,NA,141,"S",37.2999992,34.2999992,28.3999996,NA,NA,21.2999992,13,5.5999999,8,6.9000001,6.9000001,1,0,0,0,23,0,"cl"
"39",142,"40A00200",1,20,20,4,"horizon","74","","",36,51,"Cca1","Bk1","","B","","1","","","","",142,"S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.439999998,NA,NA,142,"S",NA,"",0.061999999,"6B1a",NA,"",0.519999981,"6A1a",8,NA,"",NA,"",NA,"",NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142,"S",NA,NA,NA,NA,7.9000001,19,NA,0,NA,NA,NA,NA,142,"S",36.5,45.7000008,17.7999992,NA,NA,30.2000008,15.5,3.0999999,3.4000001,4.5,5.69999981,1.10000002,0,0,0,15,0,"sicl"
"40",143,"40A00201",1,20,20,5,"horizon","75","","",51,58,"Cca2","Bk2","","B","","2","","","","",143,"S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.460000008,NA,NA,143,"S",NA,"",0.0370000005,"6B1a",NA,"",0.330000013,"6A1a",9,NA,"",NA,"",NA,"",NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143,"S",NA,NA,NA,NA,7.9000001,17,NA,0,NA,NA,NA,NA,143,"S",23,36,41,NA,NA,20.3999996,15.6000004,3.5999999,8.19999981,12.6999998,11.6000004,4.9000001,4,3,0,37,7,"l"
"41",144,"40A00202",1,20,20,6,"horizon","76","","",58,86,"CCs1","By1","","B","","1","","","","",144,"S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.479999989,NA,NA,144,"S",NA,"",0.0280000009,"6B1a",NA,"",0.230000004,"6A1a",8,NA,"",NA,"",NA,"",NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144,"S",NA,NA,NA,NA,8.10000038,16,NA,1,NA,NA,NA,NA,144,"S",24,42.4000015,33.5999985,NA,NA,27.7999992,14.6000004,9.60000038,11.8000002,5.4000001,4.9000001,1.89999998,3,2,0,24,5,"l"
"42",145,"40A00203",1,20,20,7,"horizon","77","","",86,117,"CCs2","By2","","B","","2","","","","",145,"S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.529999971,NA,NA,145,"S",NA,"",0.0240000002,"6B1a",NA,"",0.209999993,"6A1a",9,NA,"",NA,"",NA,"",NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145,"S",NA,NA,NA,NA,8,8,NA,7,NA,NA,NA,NA,145,"S",23.2000008,46.4000015,30.3999996,NA,NA,31,15.3999996,9.10000038,11.6999998,4.19999981,3.5,1.89999998,1,1,0,21,2,"l"
"43",146,"40A00204",1,20,20,8,"horizon","78","","",117,163,"CCs3","By3","","B","","3","","","","",146,"S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.629999995,NA,NA,146,"S",NA,"",0.0209999997,"6B1a",NA,"",0.180000007,"6A1a",9,NA,"",NA,"",NA,"",NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146,"S",NA,NA,NA,NA,7.9000001,9,NA,2,NA,NA,NA,NA,146,"S",20.7000008,46.0999985,33.2000008,NA,NA,28.8999996,17.2000008,7.4000001,14,5.0999999,4,2.70000005,2,1,0,26,3,"l"
"44",147,"40A00205",1,21,21,1,"horizon","8707","","",0,18,"Ap","Ap","","A","","","","","","",147,"S",NA,NA,NA,NA,NA,NA,8.80000019,NA,NA,NA,NA,0.879999995,0.419999987,NA,147,"S",NA,"",0.206,"6B1a",NA,"",2.32999992,"6A1a",11,NA,"",NA,"",NA,"",NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147,"S",NA,5.9000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147,"S",21,41,38,NA,NA,24.2999992,16.7000008,12.6999998,13.8999996,5.19999981,4.5,1.70000005,0,0,0,25,0,"l"
"45",148,"40A00206",1,21,21,2,"horizon","8708","","",18,25,"A21","E1","","E","","1","","","","",148,"S",NA,NA,NA,NA,NA,NA,8.39999962,NA,NA,NA,NA,0.709999979,0.379999995,NA,148,"S",NA,"",0.112000003,"6B1a",NA,"",1.24000001,"6A1a",11,NA,"",NA,"",NA,"",NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148,"S",NA,5.80000019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148,"S",22.2000008,40,37.7999992,NA,NA,23.1000004,16.8999996,11.8000002,14.1000004,5.80000019,4.69999981,1.39999998,0,0,0,26,0,"l"
"46",149,"40A00207",1,21,21,3,"horizon","8709","","",25,33,"A22","E2","","E","","2","","","","",149,"S",NA,NA,NA,NA,NA,NA,6.5999999,NA,NA,NA,NA,0.680000007,0.360000014,NA,149,"S",NA,"",0.0680000037,"6B1a",NA,"",0.660000026,"6A1a",10,NA,"",NA,"",NA,"",NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149,"S",NA,6.0999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149,"S",18.5,32.4000015,49.0999985,NA,NA,17.5,14.8999996,15.1000004,18.7999992,7.69999981,5.9000001,1.60000002,1,1,0,34,2,"l"
"47",150,"40A00208",1,21,21,4,"horizon","8710","","",33,46,"B2","Bw1","","B","","1","","","","",150,"S",NA,NA,NA,NA,NA,NA,12.5,NA,NA,NA,NA,0.720000029,0.379999995,NA,150,"S",NA,"",0.0769999996,"6B1a",NA,"",0.74000001,"6A1a",10,NA,"",NA,"",NA,"",NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,"S",NA,7.0999999,NA,NA,NA,0,NA,0,NA,NA,NA,NA,150,"S",33.0999985,33.2999992,33.5999985,NA,NA,21.2000008,12.1000004,10.6000004,12.6999998,4.9000001,4,1.39999998,0,0,0,23,0,"cl"
"48",151,"40A00209",1,21,21,5,"horizon","8711","","",46,53,"B3","Bw2","","B","","2","","","","",151,"S",NA,NA,NA,NA,NA,NA,12.3999996,NA,NA,NA,NA,0.689999998,0.379999995,NA,151,"S",NA,"",0.0579999983,"6B1a",NA,"",0.589999974,"6A1a",10,NA,"",NA,"",NA,"",NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,"S",NA,7.69999981,NA,NA,NA,0,NA,0,NA,NA,NA,NA,151,"S",32.5999985,37.2999992,30.1000004,NA,NA,24,13.3000002,10.1000004,11.3000002,4.19999981,3.5,1,0,0,0,20,0,"cl"
"49",152,"40A00210",1,21,21,6,"horizon","8712","","",53,69,"Ccacs","Bky","","B","","","","","","",152,"S",NA,NA,NA,NA,NA,NA,10.6000004,NA,NA,NA,NA,0.479999989,0.340000004,NA,152,"S",NA,"",0.0320000015,"6B1a",NA,"",0.340000004,"6A1a",11,NA,"",NA,"",NA,"",NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152,"S",NA,8.19999981,NA,NA,NA,14,NA,2,NA,NA,NA,NA,152,"S",30.7999992,43.0999985,26.1000004,NA,NA,29.6000004,13.5,10.1999998,9.69999981,3.0999999,2.5,0.600000024,1,1,0,16,2,"cl"
"50",153,"40A00211",1,21,21,7,"horizon","8713","","",69,102,"Cca","Bk","","B","","","","","","",153,"S",NA,NA,NA,NA,NA,NA,9.39999962,NA,NA,NA,NA,0.550000012,0.389999986,NA,153,"S",NA,"",NA,"",NA,"",0.200000003,"6A1a",NA,NA,"",NA,"",NA,"",NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,"S",NA,8.39999962,NA,NA,NA,11,NA,0,NA,NA,NA,NA,153,"S",24.3999996,41.7999992,33.7999992,NA,NA,26.3999996,15.3999996,11.1000004,12.6999998,4.5,3.79999995,1.70000005,4,2,0,23,6,"l"
"51",154,"40A00212",1,21,21,8,"horizon","8714","","",102,127,"C1","C1","","C","","1","","","","",154,"S",NA,NA,NA,NA,NA,NA,11.6000004,NA,NA,NA,NA,0.550000012,0.400000006,NA,154,"S",NA,"",NA,"",NA,"",0.209999993,"6A1a",NA,NA,"",NA,"",NA,"",NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154,"S",NA,8.39999962,NA,NA,NA,11,NA,0,NA,NA,NA,NA,154,"S",29.1000004,44.4000015,26.5,NA,NA,32.2999992,12.1000004,8.30000019,9.39999962,3.70000005,3.5,1.60000002,1,1,0,18,2,"cl"
"52",155,"40A00213",1,21,21,9,"horizon","8715","","",127,155,"C","C2","","C","","2","","","","",155,"S",NA,NA,NA,NA,NA,NA,11.1000004,NA,NA,NA,NA,0.589999974,0.409999996,NA,155,"S",NA,"",0.340999991,"6B1a",NA,"",3.57999992,"6A1a",10,NA,"",NA,"",NA,"",NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,"S",NA,8.30000019,NA,NA,NA,8,NA,0,NA,NA,NA,NA,155,"S",26.8999996,44.2000008,28.8999996,NA,NA,30.7000008,13.5,9.39999962,10.8000002,4.0999999,3.4000001,1.20000005,1,1,0,20,2,"l"
"53",156,"40A00214",1,22,22,1,"horizon","8724","","",0,18,"Ap","Ap","","A","","","","","","",156,"S",NA,NA,NA,NA,NA,NA,9.39999962,NA,NA,NA,NA,0.980000019,0.469999999,NA,156,"S",NA,"",0.241999999,"6B1a",NA,"",2.75999999,"6A1a",11,NA,"",NA,"",NA,"",NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156,"S",NA,5.80000019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156,"S",19.8999996,39.4000015,40.7000008,NA,NA,21.7999992,17.6000004,12.8000002,15.6999998,5.80000019,4.4000001,2,0,0,0,28,0,"l"
"54",157,"40A00215",1,22,22,2,"horizon","8725","","",18,25,"A21","E1","","E","","1","","","","",157,"S",NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,0.670000017,0.370000005,NA,157,"S",NA,"",0.0970000029,"6B1a",NA,"",0.879999995,"6A1a",9,NA,"",NA,"",NA,"",NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157,"S",NA,6.19999981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157,"S",21.5,32.4000015,46.0999985,NA,NA,16.5,15.8999996,14,18.2999992,7.30000019,4.9000001,1.60000002,2,1,0,32,3,"l"
"55",158,"40A00216",1,22,22,3,"horizon","8726","","",25,30,"A22","E2","","E","","2","","","","",158,"S",NA,NA,NA,NA,NA,NA,9.5,NA,NA,NA,NA,0.629999995,0.370000005,NA,158,"S",NA,"",0.075000003,"6B1a",NA,"",0.660000026,"6A1a",9,NA,"",NA,"",NA,"",NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,"S",NA,6.30000019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,"S",25.5,34.7000008,39.7999992,NA,NA,19.2999992,15.3999996,12.6000004,15.6999998,6,3.9000001,1.60000002,0,0,0,27,0,"l"
"56",159,"40A00217",1,22,22,4,"horizon","8727","","",30,43,"B2","Bw1","","B","","1","","","","",159,"S",NA,NA,NA,NA,NA,NA,13.1999998,NA,NA,NA,NA,0.660000026,0.389999986,NA,159,"S",NA,"",0.075000003,"6B1a",NA,"",0.670000017,"6A1a",9,NA,"",NA,"",NA,"",NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159,"S",NA,6.5,NA,NA,NA,0,NA,0,NA,NA,NA,NA,159,"S",34,34,32,NA,NA,21.7999992,12.1999998,9.39999962,12.8000002,5,3.5,1.29999995,0,0,0,23,0,"cl"
"57",160,"40A00218",1,22,22,5,"horizon","8728","","",43,51,"B3","Bw2","","B","","2","","","","",160,"S",NA,NA,NA,NA,NA,NA,12.1000004,NA,NA,NA,NA,0.649999976,0.389999986,NA,160,"S",NA,"",0.0719999969,"6B1a",NA,"",0.620000005,"6A1a",9,NA,"",NA,"",NA,"",NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160,"S",NA,7.80000019,NA,NA,NA,2,NA,0,NA,NA,NA,NA,160,"S",31,39,30,NA,NA,24.8999996,14.1000004,9.80000019,11.1999998,4.0999999,3.29999995,1.60000002,1,1,0,20,2,"cl"
"58",161,"40A00219",1,22,22,6,"horizon","8729","","",51,81,"Ccacs","Bky","","B","","","","","","",161,"S",NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,0.430000007,0.360000014,NA,161,"S",NA,"",0.0419999994,"6B1a",NA,"",0.25,"6A1a",6,NA,"",NA,"",NA,"",NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161,"S",NA,8.39999962,NA,NA,NA,15,NA,4,NA,NA,NA,NA,161,"S",30.6000004,43.5,25.8999996,NA,NA,30,13.5,8.89999962,10,3.4000001,2.70000005,0.899999976,0,0,0,17,0,"cl"
"59",162,"40A00220",1,22,22,7,"horizon","8730","","",81,102,"Cca","Bk","","B","","","","","","",162,"S",NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,0.550000012,0.409999996,NA,162,"S",NA,"",NA,"",NA,"",0.170000002,"6A1a",NA,NA,"",NA,"",NA,"",NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162,"S",NA,8.39999962,NA,NA,NA,10,NA,1,NA,NA,NA,NA,162,"S",24.5,41.9000015,33.5999985,NA,NA,26.7999992,15.1000004,10.3000002,13.3999996,5.0999999,3.4000001,1.39999998,1,0,0,23,1,"l"
"60",163,"40A00221",1,22,22,8,"horizon","8731","","",102,127,"C1","C1","","C","","1","","","","",163,"S",NA,NA,NA,NA,NA,NA,10.3000002,NA,NA,NA,NA,0.569999993,0.400000006,NA,163,"S",NA,"",NA,"",NA,"",0.180000007,"6A1a",NA,NA,"",NA,"",NA,"",NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163,"S",NA,8.39999962,NA,NA,NA,9,NA,0,NA,NA,NA,NA,163,"S",26,44.2000008,29.7999992,NA,NA,29,15.1999998,9.80000019,10.6000004,4.5,3.29999995,1.60000002,2,1,0,20,3,"l"
"61",164,"40A00222",1,22,22,9,"horizon","8732","","",127,157,"C2","C2","","C","","2","","","","",164,"S",NA,NA,NA,NA,NA,NA,10.5,NA,NA,NA,NA,0.600000024,0.430000007,NA,164,"S",NA,"",NA,"",NA,"",0.180000007,"6A1a",NA,NA,"",NA,"",NA,"",NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164,"S",NA,8.19999981,NA,NA,NA,8,NA,0,NA,NA,NA,NA,164,"S",24.7000008,45,30.2999992,NA,NA,30.6000004,14.3999996,10.1000004,11.1000004,4.0999999,3.4000001,1.60000002,0,0,0,20,0,"l"
"62",165,"40A00223",1,23,23,1,"horizon","65","","",0,20,"Ap","Ap","","A","","","","","","",165,"S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.13,NA,NA,165,"S",NA,"",0.259000003,"6B1a",NA,"",3.0999999,"6A1a",12,NA,"",NA,"",NA,"",NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165,"S",NA,NA,NA,NA,6.69999981,0,NA,0,NA,NA,NA,NA,165,"S",20.2999992,39.2000008,40.5,NA,NA,23,16.2000008,13.8999996,16.6000004,5.5999999,3.4000001,1,0,0,0,27,0,"l"
"63",166,"40A00224",1,23,23,2,"horizon","66","","",20,46,"B2","Bw1","","B","","1","","","","",166,"S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.870000005,NA,NA,166,"S",NA,"",0.100000001,"6B1a",NA,"",1.00999999,"6A1a",10,NA,"",NA,"",NA,"",NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166,"S",NA,NA,NA,NA,6.5999999,0,NA,0,NA,NA,NA,NA,166,"S",18.2999992,36.2999992,45.4000015,NA,NA,19.6000004,16.7000008,13.6000004,18.6000004,7,4.5999999,1.60000002,0,0,0,32,0,"l"
"64",167,"40A00225",1,23,23,3,"horizon","67","","",46,56,"B31","Bw21","","B","","21","","","","",167,"S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.920000017,NA,NA,167,"S",NA,"",0.0649999976,"6B1a",NA,"",0.620000005,"6A1a",10,NA,"",NA,"",NA,"",NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167,"S",NA,NA,NA,NA,6.5999999,0,NA,0,NA,NA,NA,NA,167,"S",13.5,28.7999992,57.7000008,NA,NA,12.8000002,16,15.8000002,22.7999992,9.60000038,6.69999981,2.79999995,2,1,0,42,3,"fsl"
"65",168,"40A00226",1,23,23,4,"horizon","68","","",56,81,"B32","Bw22","","B","","22","","","","",168,"S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.839999974,NA,NA,168,"S",NA,"",0.0450000018,"6B1a",NA,"",0.409999996,"6A1a",9,NA,"",NA,"",NA,"",NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168,"S",NA,NA,NA,NA,7.69999981,0,NA,0,NA,NA,NA,NA,168,"S",11.8999996,22.2999992,65.8000031,NA,NA,10.1000004,12.1999998,21.5,27.6000004,8.19999981,6,2.5,2,1,0,44,3,"fsl"
