"","layer_key","labsampnum","project_key","site_key","pedon_key","layer_sequence","layer_type","layer_field_label_1","layer_field_label_2","layer_field_label_3","hzn_top","hzn_bot","hzn_desgn_old","hzn_desgn","hzn_discontinuity","hzn_master","hzn_prime","hzn_vert_subdvn","hzn_desgn_other","non_hzn_desgn","stratified_textures_flag","texture_description","result_source_key","prep_code","db_13b","db_od","COLEws","w6clod","w10cld","w3cld","w15l2","w15bfm","adod","wrd_ws13","aggstb","cec7_cly","w15cly","c_adod","result_source_key","prep_code","c_tot","c_tot_code","n_tot","n_tot_code","s_tot","s_tot_code","oc","oc_code","c_n_ra","fe_dith","fe_dith_code","al_dith","al_dith_code","mn_dith","mn_dith_code","al_fe_ox","optd_ox","optd_ox_code","fe_ox","fe_ox_code","al_ox","al_ox_code","mn_ox","mn_ox_code","si_ox","si_ox_code","c_pyp","c_pyp_code","fe_pyp","fe_pyp_code","al_pyp","al_pyp_code","mn_pyp","mn_pyp_code","result_source_key","prep_code","min_lt2","eom_tot_c","eom_minlt2","c_tot","n_tot","c_n_ra","fib_urb","fib_rb","pyr_col","decomp_state","limnic_type","ph_hist","ph_h2o","db_3brw","db_3rw","db_od","oc","result_source_key","prep_code","ph_cacl2","ph_h2o","ph_kcl","ph_naf","ph_sp","caco3","caco3l20","c_gypl2","gypl20","resist","ph_ox","ph_oxin","result_source_key","prep_code","clay_tot_psa","silt_tot_psa","sand_tot_psa","clay_f","co3_cly","silt_f_psa","silt_c_psa","sand_vf_psa","sand_f_psa","sand_m_psa","sand_c_psa","sand_vc_psa","wf_25","wf_520","wf_2075","wf_0175","wpg2","tex_psda"
"66",169,"40A00227",1,23,23,5,"horizon","69","","",81,117,"Cca","Bk","","B","","","","","","",169,"S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.579999983,NA,NA,169,"S",NA,"",0.0439999998,"6B1a",NA,"",0.389999986,"6A1a",9,NA,"",NA,"",NA,"",NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,169,"S",NA,NA,NA,NA,8.19999981,16,NA,0,NA,NA,NA,NA,169,"S",19.7000008,54.2000008,26.1000004,NA,NA,27.3999996,26.7999992,14.8000002,6.80000019,2.0999999,1.60000002,0.800000012,0,0,0,11,0,"sil"
"67",170,"40A00228",1,23,23,6,"horizon","70","","",117,152,"D","C","","C","","","","","","",170,"S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.569999993,NA,NA,170,"S",NA,"",0.0280000009,"6B1a",NA,"",0.280000001,"6A1a",10,NA,"",NA,"",NA,"",NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170,"S",NA,NA,NA,NA,8.30000019,14,NA,0,NA,NA,NA,NA,170,"S",22.7999992,40.2000008,37,NA,NA,24.7000008,15.5,11,13.8999996,5.30000019,4.4000001,2.4000001,3,2,0,26,5,"l"
"68",171,"40A00229",1,24,24,1,"horizon","1843","","",0,13,"Ap","Ap","","A","","","","","","",171,"S",NA,NA,NA,NA,NA,NA,9.89999962,NA,NA,NA,NA,1.13,0.550000012,NA,171,"S",NA,"",NA,"",NA,"",2.45000005,"6A1a",NA,NA,"",NA,"",NA,"",NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171,"S",NA,NA,NA,NA,6.5999999,0,NA,NA,NA,NA,NA,NA,171,"S",18,39.0999985,42.9000015,NA,NA,17.6000004,21.5,18.3999996,14.1000004,5,4.19999981,1.20000005,0,0,0,25,0,"l"
"69",172,"40A00230",1,24,24,2,"horizon","1844","","",13,36,"B2","E","","E","","","","","","",172,"S",NA,NA,NA,NA,NA,NA,9.39999962,NA,NA,NA,NA,0.910000026,0.49000001,NA,172,"S",NA,"",NA,"",NA,"",1.02999997,"6A1a",NA,NA,"",NA,"",NA,"",NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172,"S",NA,NA,NA,NA,7.5,0,NA,NA,NA,NA,NA,NA,172,"S",19.2999992,37.5,43.2000008,NA,NA,15.8999996,21.6000004,18.7999992,13.6000004,4.5999999,4.19999981,2,1,1,0,24,2,"l"
"70",173,"40A00231",1,24,24,3,"horizon","1845","","",36,74,"Cca1","Bk1","","B","","1","","","","",173,"S",NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,0.409999996,0.319999993,NA,173,"S",NA,"",NA,"",NA,"",0.430000007,"6A1a",NA,NA,"",NA,"",NA,"",NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173,"S",NA,NA,NA,NA,8.39999962,21,NA,NA,NA,NA,NA,NA,173,"S",22.1000004,35.5,42.4000015,NA,NA,21.2999992,14.1999998,17.2999992,14.1000004,4.0999999,4.0999999,2.79999995,2,1,0,25,3,"l"
"71",174,"40A00232",1,24,24,4,"horizon","1846","","",74,89,"Cca2","Bk2","","B","","2","","","","",174,"S",NA,NA,NA,NA,NA,NA,7.30000019,NA,NA,NA,NA,0.550000012,0.400000006,NA,174,"S",NA,"",NA,"",NA,"",0.200000003,"6A1a",NA,NA,"",NA,"",NA,"",NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174,"S",NA,NA,NA,NA,8.39999962,16,NA,0,NA,NA,NA,NA,174,"S",18.2000008,34.5,47.2999992,NA,NA,18.2000008,16.2999992,16.8999996,15.6999998,5,5.0999999,4.5999999,2,1,0,30,3,"l"
"72",175,"40A00233",1,24,24,5,"horizon","1847","","",89,119,"Cca3","Bk3","","B","","3","","","","",175,"S",NA,NA,NA,NA,NA,NA,6.30000019,NA,NA,NA,NA,0.699999988,0.449999988,NA,175,"S",NA,"",NA,"",NA,"",0.109999999,"6A1a",NA,NA,"",NA,"",NA,"",NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175,"S",NA,NA,NA,NA,8.30000019,12,NA,0,NA,NA,NA,NA,175,"S",13.8999996,35.9000015,50.2000008,NA,NA,17.7000008,18.2000008,18.6000004,15.6000004,5.4000001,5.80000019,4.80000019,2,2,0,32,4,"l"
"73",176,"40A00234",1,24,24,6,"horizon","1848","","",119,152,"C","C","","C","","","","","","",176,"S",NA,NA,NA,NA,NA,NA,6.80000019,NA,NA,NA,NA,0.699999988,0.479999989,NA,176,"S",NA,"",NA,"",NA,"",0.109999999,"6A1a",NA,NA,"",NA,"",NA,"",NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176,"S",NA,NA,NA,NA,8.19999981,13,NA,0,NA,NA,NA,NA,176,"S",14.3000002,34.9000015,50.7999992,NA,NA,15.8999996,19,18.6000004,15.8000002,5.5,6.0999999,4.80000019,3,2,0,32,5,"l"
"74",177,"40A00235",1,25,25,1,"horizon","1849","","",0,13,"Ap","Ap","","A","","","","","","",177,"S",NA,NA,NA,NA,NA,NA,9.5,NA,NA,NA,NA,1.14999998,0.560000002,NA,177,"S",NA,"",NA,"",NA,"",2.07999992,"6A1a",NA,NA,"",NA,"",NA,"",NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177,"S",NA,NA,NA,NA,7.0999999,0,NA,NA,NA,NA,NA,NA,177,"S",17.1000004,33.9000015,49,NA,NA,15.1999998,18.7000008,23.8999996,16.2999992,4.4000001,3,1.39999998,0,0,0,25,0,"l"
"75",178,"40A00236",1,25,25,2,"horizon","1850","","",13,30,"B2","E","","E","","","","","","",178,"S",NA,NA,NA,NA,NA,NA,9.30000019,NA,NA,NA,NA,0.99000001,0.50999999,NA,178,"S",NA,"",NA,"",NA,"",1.15999997,"6A1a",NA,NA,"",NA,"",NA,"",NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178,"S",NA,NA,NA,NA,7.30000019,0,NA,NA,NA,NA,NA,NA,178,"S",18.2000008,31.7999992,50,NA,NA,15.8000002,16,19.8999996,17.7999992,5.30000019,4.4000001,2.5999999,1,1,0,30,2,"l"
"76",179,"40A00237",1,25,25,3,"horizon","1851","","",30,38,"B3ca","Bk1","","B","","1","","","","",179,"S",NA,NA,NA,NA,NA,NA,9.19999981,NA,NA,NA,NA,0.779999971,0.469999999,NA,179,"S",NA,"",NA,"",NA,"",0.959999979,"6A1a",NA,NA,"",NA,"",NA,"",NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179,"S",NA,NA,NA,NA,7.5,4,NA,NA,NA,NA,NA,NA,179,"S",19.6000004,26.1000004,54.2999992,NA,NA,14.5,11.6000004,19.3999996,21,5.9000001,5.0999999,2.9000001,2,1,0,35,3,"fsl"
"77",180,"40A00238",1,25,25,4,"horizon","1852","","",38,66,"Cca","Bk2","","B","","2","","","","",180,"S",NA,NA,NA,NA,NA,NA,10.5,NA,NA,NA,NA,0.340000004,0.289999992,NA,180,"S",NA,"",NA,"",NA,"",0.689999998,"6A1a",NA,NA,"",NA,"",NA,"",NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,"S",NA,NA,NA,NA,8.19999981,28,NA,0,NA,NA,NA,NA,180,"S",35.9000015,35.7999992,28.2999992,NA,NA,27.7000008,8.10000038,11,10.6999998,2.79999995,2.20000005,1.60000002,1,1,0,17,2,"cl"
"78",181,"40A00239",1,25,25,5,"horizon","1853","","",66,107,"C1","C1","","C","","1","","","","",181,"S",NA,NA,NA,NA,NA,NA,6.69999981,NA,NA,NA,NA,0.709999979,0.430000007,NA,181,"S",NA,"",NA,"",NA,"",0.189999998,"6A1a",NA,NA,"",NA,"",NA,"",NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181,"S",NA,NA,NA,NA,8.19999981,9,NA,0,NA,NA,NA,NA,181,"S",15.6000004,35.7000008,48.7000008,NA,NA,19.2000008,16.5,17.6000004,17.3999996,5.4000001,5,3.29999995,2,1,0,31,3,"l"
"79",182,"40A00240",1,25,25,6,"horizon","1854","","",107,152,"C2","C2","","C","","2","","","","",182,"S",NA,NA,NA,NA,NA,NA,6.5999999,NA,NA,NA,NA,0.74000001,0.439999998,NA,182,"S",NA,"",NA,"",NA,"",0.170000002,"6A1a",NA,NA,"",NA,"",NA,"",NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182,"S",NA,NA,NA,NA,8.19999981,8,NA,0,NA,NA,NA,NA,182,"S",15,35.5999985,49.4000015,NA,NA,19.3999996,16.2000008,17.7999992,17.6000004,5.5999999,5.0999999,3.29999995,2,1,0,32,3,"l"
"80",183,"40A00241",1,26,26,1,"horizon","882","","",0,15,"Ap","Ap","","A","","","","","","",183,"S",NA,NA,NA,NA,NA,NA,6.69999981,NA,NA,NA,NA,1.73000002,0.850000024,NA,183,"S",NA,"",0.164000005,"6B1a",NA,"",1.89999998,"6A1a",12,NA,"",NA,"",NA,"",NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183,"S",NA,NA,NA,NA,7.0999999,0,NA,0,NA,NA,NA,NA,183,"S",7.9000001,15.5,76.5999985,NA,NA,5.69999981,9.80000019,32.4000015,36.9000015,6,1.20000005,0.100000001,0,0,0,44,0,"fsl"
"81",184,"40A00242",1,26,26,2,"horizon","883","","",15,36,"A3","A","","A","","","","","","",184,"S",NA,NA,NA,NA,NA,NA,5.80000019,NA,NA,NA,NA,1.23000002,0.620000005,NA,184,"S",NA,"",0.0970000029,"6B1a",NA,"",1.04999995,"6A1a",11,NA,"",NA,"",NA,"",NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184,"S",NA,NA,NA,NA,7.4000001,0,NA,0,NA,NA,NA,NA,184,"S",9.39999962,17.3999996,73.1999969,NA,NA,6.19999981,11.1999998,34.0999985,33.5,4.69999981,0.899999976,0,0,0,0,39,0,"vfsl"
"82",185,"40A00243",1,26,26,3,"horizon","884","","",36,71,"B","Bw","","B","","","","","","",185,"S",NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,0.980000019,0.519999981,NA,185,"S",NA,"",0.0529999994,"6B1a",NA,"",0.5,"6A1a",9,NA,"",NA,"",NA,"",NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,"S",NA,NA,NA,NA,7.80000019,0,NA,0,NA,NA,NA,NA,185,"S",9.60000038,16,74.4000015,NA,NA,5.4000001,10.6000004,35.2999992,33.7000008,4.69999981,0.699999988,0,0,0,0,39,0,"vfsl"
"83",186,"40A00244",1,26,26,4,"horizon","885","","",84,97,"Ccag1&2","Bkg1/Bkg2","","B","","1","/ Bkg2","","","",186,"S",NA,NA,NA,NA,NA,NA,5.30000019,NA,NA,NA,NA,0.340000004,0.360000014,NA,186,"S",NA,"",0.0320000015,"6B1a",NA,"",0.0799999982,"6A1a",3,NA,"",NA,"",NA,"",NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186,"S",NA,NA,NA,NA,8.10000038,16,NA,0,NA,NA,NA,NA,186,"S",14.8999996,16.6000004,68.5,NA,NA,4.69999981,11.8999996,33.7000008,30.1000004,4.0999999,0.600000024,0,0,0,0,35,0,"vfsl"
"84",187,"40A00245",1,26,26,5,"horizon","886","","",97,135,"C1","C1","","C","","1","","","","",187,"S",NA,NA,NA,NA,NA,NA,3.4000001,NA,NA,NA,NA,0.550000012,0.389999986,NA,187,"S",NA,"",0.0140000004,"6B1a",NA,"",0.100000001,"6A1a",7,NA,"",NA,"",NA,"",NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,"S",NA,NA,NA,NA,8.10000038,12,NA,0,NA,NA,NA,NA,187,"S",8.69999981,14.3000002,77,NA,NA,2.4000001,11.8999996,50,23.8999996,2.70000005,0.400000006,0,0,0,0,27,0,"vfsl"
"85",188,"40A00246",1,26,26,6,"horizon","887","","",135,152,"C2","C2","","C","","2","","","","",188,"S",NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,0.720000029,0.449999988,NA,188,"S",NA,"",0.00899999961,"6B1a",NA,"",0.0399999991,"6A1a",4,NA,"",NA,"",NA,"",NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,188,"S",NA,NA,NA,NA,8.19999981,10,NA,0,NA,NA,NA,NA,188,"S",6.69999981,14.8999996,78.4000015,NA,NA,2.0999999,12.8000002,53.5,22.1000004,2.29999995,0.5,0,0,0,0,25,0,"lvfs"
"86",189,"40A00247",1,27,27,1,"horizon","4487","","",0,15,"A1","A","","A","","","","","","",189,"S",NA,NA,NA,NA,NA,NA,12.1999998,NA,NA,NA,NA,0.879999995,0.469999999,NA,189,"S",NA,"",0.210999995,"6B1a",NA,"",2.43000007,"6A1a",12,NA,"",NA,"",NA,"",NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189,"S",NA,NA,NA,NA,7.19999981,0,NA,NA,NA,NA,NA,NA,189,"S",26,31.8999996,42.0999985,NA,NA,15.8999996,16,20,20,1.39999998,0.600000024,0.100000001,0,0,0,22,0,"l"
"87",190,"40A00248",1,27,27,2,"horizon","4488","","",15,25,"B21","Bw1","","B","","1","","","","",190,"S",NA,NA,NA,NA,NA,NA,12.8999996,NA,NA,NA,NA,0.779999971,0.430000007,NA,190,"S",NA,"",0.107000001,"6B1a",NA,"",1.02999997,"6A1a",10,NA,"",NA,"",NA,"",NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190,"S",NA,NA,NA,NA,7.4000001,0,NA,NA,NA,NA,NA,NA,190,"S",30.2999992,29.3999996,40.2999992,NA,NA,14.6999998,14.6999998,19.2999992,19.3999996,1.20000005,0.400000006,0,0,0,0,21,0,"cl"
"88",191,"40A00249",1,27,27,3,"horizon","4489","","",25,43,"B22","Bw2","","B","","2","","","","",191,"S",NA,NA,NA,NA,NA,NA,12.6000004,NA,NA,NA,NA,0.699999988,0.419999987,NA,191,"S",NA,"",0.0790000036,"6B1a",NA,"",0.819999993,"6A1a",10,NA,"",NA,"",NA,"",NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191,"S",NA,NA,NA,NA,7.9000001,3,NA,NA,NA,NA,NA,NA,191,"S",30.2000008,28.7000008,41.0999985,NA,NA,14.3999996,14.3000002,19.1000004,20.2999992,1.20000005,0.400000006,0.100000001,0,0,0,22,0,"cl"
"89",192,"40A00250",1,27,27,4,"horizon","4490","","",43,61,"B3ca","Bk","","B","","","","","","",192,"S",NA,NA,NA,NA,NA,NA,12.1999998,NA,NA,NA,NA,0.370000005,0.310000002,NA,192,"S",NA,"",0.0680000037,"6B1a",NA,"",0.620000005,"6A1a",9,NA,"",NA,"",NA,"",NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,192,"S",NA,NA,NA,NA,8.19999981,26,NA,NA,NA,NA,NA,NA,192,"S",39.2999992,24.2999992,36.4000015,NA,NA,14.8999996,9.39999962,16.7000008,18.1000004,1.20000005,0.300000012,0.100000001,0,0,0,20,0,"cl"
"90",193,"40A00251",1,27,27,5,"horizon","4491","","",61,76,"2C1","2B1","2","B","","1","","","","",193,"S",NA,NA,NA,NA,NA,NA,6.5,NA,NA,NA,NA,0.409999996,0.330000013,NA,193,"S",NA,"",NA,"",NA,"",0.200000003,"6A1a",NA,NA,"",NA,"",NA,"",NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193,"S",NA,NA,NA,NA,8.30000019,22,NA,NA,NA,NA,NA,NA,193,"S",19.5,30.2999992,50.2000008,NA,NA,13.1000004,17.2000008,29.3999996,20.2000008,0.5,0.100000001,0,0,0,0,21,0,"l"
"91",194,"40A00252",1,27,27,6,"horizon","4492","","",76,102,"2C2","2B2","2","B","","2","","","","",194,"S",NA,NA,NA,NA,NA,NA,7.30000019,NA,NA,NA,NA,0.560000002,0.349999994,NA,194,"S",NA,"",NA,"",NA,"",0.189999998,"6A1a",NA,NA,"",NA,"",NA,"",NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,194,"S",NA,NA,NA,NA,8,24,NA,NA,NA,NA,NA,NA,194,"S",21,51.5999985,27.3999996,NA,NA,26.3999996,25.2000008,20.7000008,6.5,0.200000003,0,0,0,0,0,7,0,"sil"
"92",195,"40A00253",1,27,27,7,"horizon","4493","","",102,122,"2C3ca","2Bk","2","B","","","","","","",195,"S",NA,NA,NA,NA,NA,NA,7.80000019,NA,NA,NA,NA,0.730000019,0.460000008,NA,195,"S",NA,"",NA,"",NA,"",0.150000006,"6A1a",NA,NA,"",NA,"",NA,"",NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,195,"S",NA,NA,NA,NA,7.9000001,18,NA,NA,NA,NA,NA,NA,195,"S",16.8999996,64.5999985,18.5,NA,NA,30.8999996,33.7000008,12.8000002,5.19999981,0.200000003,0.100000001,0.200000003,0,0,0,6,0,"sil"
"93",196,"40A00254",1,27,27,8,"horizon","4494","","",122,152,"2C4","2C","2","C","","","","","","",196,"S",NA,NA,NA,NA,NA,NA,6.69999981,NA,NA,NA,NA,0.889999986,0.600000024,NA,196,"S",NA,"",NA,"",NA,"",0.0799999982,"6A1a",NA,NA,"",NA,"",NA,"",NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196,"S",NA,NA,NA,NA,8.10000038,9,NA,NA,NA,NA,NA,NA,196,"S",11.1999998,60.7999992,28,NA,NA,14.5,46.2999992,26.8999996,0.899999976,0.100000001,0.100000001,0,0,0,0,1,0,"sil"
"94",197,"40A00255",1,28,28,1,"horizon","4502","","",0,13,"A1p","Ap","","A","","","","","","",197,"S",NA,NA,NA,NA,NA,NA,12.1000004,NA,NA,NA,NA,0.930000007,0.469999999,NA,197,"S",NA,"",0.167999998,"6B1a",NA,"",2.04999995,"6A1a",12,NA,"",NA,"",NA,"",NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197,"S",NA,NA,NA,NA,7.69999981,0,NA,NA,NA,NA,NA,NA,197,"S",25.7999992,32,42.2000008,NA,NA,17.7999992,14.1999998,16.2000008,24,1.60000002,0.400000006,0,0,0,0,26,0,"l"
"95",198,"40A00256",1,28,28,2,"horizon","4503","","",13,23,"B2","E","","E","","","","","","",198,"S",NA,NA,NA,NA,NA,NA,17.7000008,NA,NA,NA,NA,0.819999993,0.479999989,NA,198,"S",NA,"",0.0960000008,"6B1a",NA,"",1.13,"6A1a",12,NA,"",NA,"",NA,"",NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198,"S",NA,NA,NA,NA,7.9000001,0,NA,NA,NA,NA,NA,NA,198,"S",36.9000015,35.9000015,27.2000008,NA,NA,23,12.8999996,10.1999998,15.8000002,0.899999976,0.200000003,0.100000001,0,0,0,17,0,"cl"
"96",199,"40A00257",1,28,28,3,"horizon","4504","","",23,36,"B3ca","Bk1","","B","","1","","","","",199,"S",NA,NA,NA,NA,NA,NA,17.7999992,NA,NA,NA,NA,0.600000024,0.360000014,NA,199,"S",NA,"",0.0729999989,"6B1a",NA,"",0.839999974,"6A1a",12,NA,"",NA,"",NA,"",NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199,"S",NA,NA,NA,NA,8.39999962,6,NA,NA,NA,NA,NA,NA,199,"S",48.9000015,34.2000008,16.8999996,NA,NA,26.3999996,7.80000019,6.19999981,10,0.600000024,0.100000001,0,0,0,0,11,0,"c"
"97",200,"40A00258",1,28,28,4,"horizon","4505","","",36,66,"Cca","Bk2","","B","","2","","","","",200,"S",NA,NA,NA,NA,NA,NA,15.3000002,NA,NA,NA,NA,0.439999998,0.289999992,NA,200,"S",NA,"",0.0489999987,"6B1a",NA,"",0.460000008,"6A1a",9,NA,"",NA,"",NA,"",NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,"S",NA,NA,NA,NA,8.39999962,32,NA,NA,NA,NA,NA,NA,200,"S",52.2999992,33.9000015,13.8000002,NA,NA,30.7999992,3.0999999,4.4000001,8.80000019,0.300000012,0.200000003,0.100000001,0,0,0,9,0,"c"
"98",201,"40A00259",1,28,28,5,"horizon","4506","","",66,99,"D1","C1","","C","","1","","","","",201,"S",NA,NA,NA,NA,NA,NA,3.5999999,NA,NA,NA,NA,0.980000019,0.629999995,NA,201,"S",NA,"",NA,"",NA,"",0.0799999982,"6A1a",NA,NA,"",NA,"",NA,"",NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,"S",NA,NA,NA,NA,8.30000019,5,NA,NA,NA,NA,NA,NA,201,"S",5.69999981,10.8999996,83.4000015,NA,NA,3.4000001,7.5,28.6000004,54.0999985,0.5,0.100000001,0.100000001,0,0,0,55,0,"lfs"
"99",202,"40A00260",1,28,28,6,"horizon","4507","","",99,135,"D2","C2","","C","","2","","","","",202,"S",NA,NA,NA,NA,NA,NA,2.20000005,NA,NA,NA,NA,1.29999995,0.810000002,NA,202,"S",NA,"",NA,"",NA,"",0.0500000007,"6A1a",NA,NA,"",NA,"",NA,"",NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202,"S",NA,NA,NA,NA,8,4,NA,NA,NA,NA,NA,NA,202,"S",2.70000005,3.79999995,93.5,NA,NA,1.89999998,1.89999998,13.8000002,78.9000015,0.800000012,0,0,0,0,0,80,0,"fs"
"100",203,"40A00261",1,28,28,7,"horizon","4508","","",135,152,"D3","C3","","C","","3","","","","",203,"S",NA,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,1.5,0.889999986,NA,203,"S",NA,"",NA,"",NA,"",0.0599999987,"6A1a",NA,NA,"",NA,"",NA,"",NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203,"S",NA,NA,NA,NA,8.30000019,4,NA,NA,NA,NA,NA,NA,203,"S",2.79999995,3.29999995,93.9000015,NA,NA,2.4000001,0.899999976,15.8000002,77.6999969,0.400000006,0,0,0,0,0,78,0,"fs"
